排名,单词,频次,出现卷数,音标,释义,同义词,例句(英),例句(中),词库来源
404,role,36,27,/rəʊl/,n.角色；任务,workers / mission / part / assignment / character,She has just landed the lead role in their latest production.,她刚在他们最新的作品中取得了主角。,GaoZhong_2
405,memory,36,14,/'mem(ə)rɪ/,n.记忆；回忆；存储,mind / retention,He has lots of happy memories of his stay in Japan.,他对在日本逗留的那段时光有许多美好的回忆。,CET4_2
406,cognitive,36,19,/ˈkɒgnətɪv/,adj.认知的,recognitive / epistemic,cognitive psychology,认知心理学,CET6_1
407,derive,36,32,/dɪ'raɪv/,v.获得,to originate,Mr. Ying is one of those happy people who derive pleasure from helping others.,英先生是那种助人为乐的快活人。,CET6_1
408,progress,36,22,/'prəʊgres/,n.前进，进展；进步,development / growth / making / advancement / wage,We made good progress despite the snow.,尽管下雪，我们的行程还是很顺利。,CET4_2
409,huge,36,26,/hjuːdʒ/,adj.巨大的，庞大的,enormous / tremendous / massive / macro / vast,a huge dog,一条大狗,CET4_2
410,half,36,27,/hɑːf/,n.半，一半  adj.一半的,moiety / partly / incomplete / synsemantic,Only half the guests had arrived by seven o’clock.,7点钟前只来了一半客人。,CET4_2
411,approach,36,22,/ə'prəʊtʃ/,n.方法,method / way / system / mechanism / medium,He decided to adopt a different approach and teach the Bible through story-telling.,他决定采用一种不同的方法，通过讲故事来教授《圣经》。,CET6_1
412,order,36,23,/'ɔːdə/,n.次序；整齐  v.命令,instruction / bidding / telling / regulation / word,There seemed to be no logical order to the sections.,这几部分似乎没有逻辑顺序。,CET4_2
413,buy,36,26,/baɪ/,v.买，购买  v.买,acquire / earn / purchase / find / make,People say the judge had been bought by the Mafia.,人们都说法官被黑手党收买了。,CET4_2
414,degree,36,19,/dɪˈgri:/,n.程度,extent / classification / measure / grade / plane,Preheat the oven to 425 degrees.,把烘箱预热至425度。,CET4_1
415,expect,36,22,/ɪk'spekt; ek-/,v.料想，认为,promise oneself / guess / find / feel / make,"I expected her to be taller than me, not shorter.",我曾以为她个子比我高，不会比我矮。,CET6_2
416,draw,36,21,/drɔː/,v.画，划；拖；拨出,picture / absorb / pull / attract / engage,Katie had drawn a cottage with a little stream running next to it.,凯蒂画了一间小茅舍，旁边流淌着一条小溪。,CET4_2
417,meat,36,8,/miːt/,n.肉,flesh / carne,I gave up eating meat a few months ago.,我几个月以前开始不吃肉了。,CET4_2
418,accept,35,23,/ə'ksept/,v.接受；同意,undertake / adopt / recognize / contain / shoulder,Rick accepted her offer of coffee.,她请里克喝咖啡，他接受了。,CET4_2
419,average,35,19,/'ævərɪdʒ/,adj.平常的,evenness / typical value / mean / ordinary / general,The age of the candidates ranged from 29 to 49 with an average age of 37.,候选人的年龄29岁至49岁不等，平均37岁。,CET4_1
420,act,35,24,/ækt/,v.行动；见效  n.行为,play / take a part of / operate / bear oneself / conduct oneself,The company acted correctly in sacking him.,公司解雇他做得对。,CET4_2
421,expert,35,20,/'ekspɜːt/,adj.熟练的  n.专家,skilled / accomplished / clever / diplomatic / practiced,...a yoga expert.,…一位瑜伽专家。,CET6_3
422,medical,35,18,/'medɪk(ə)l/,adj.医学的；内科的,iatrical / doctor / hakeem,medical research,医学研究,CET4_2
423,game,35,15,/geɪm/,n.游戏；比赛；猎物,competition / play / sport / tournament / match,The boys were playing a game in the backyard.,男孩们在后院里玩游戏。,CET4_2
424,consider,35,24,/kən'sɪdə/,v.认为；考虑；关心,expect / find / guess / feel / view,We will have to consider your offer carefully .,我们得仔细考虑你的提议。,CET4_2
425,break,35,21,/breɪk/,v.打破；损坏；破坏,rest / interruption / smash in / cut off,The silence was broken by a loud scream.,一声尖叫打破了寂静。,CET4_2
426,cite,35,31,/saɪt/,v.引证；引用；〔法院〕传召，传讯,reference / think of,The judge cited a 1956 Supreme Court ruling in her decision.,法官在她的判决中引用了1956年最高法院的一项裁决。,CET6_2
427,photo,35,7,/'fəʊtəʊ/,n.照片，相片,picture / pix,Can you take a photo of me and Rachel?,你能给我和雷切尔拍张照吗？,CET4_2
428,free,34,22,/friː/,adj.自由的；空闲的,independent / franco / deliver / emancipate / allodially,He knew he could be free in as little as three years.,他知道只要再过三年他就能自由了。,CET4_2
429,action,34,22,/'ækʃ(ə)n/,n.行动,movement / function / doing / campaign / working,The government must take action (=do something) now to stop the rise in violent crime.,政府现在必须采取行动遏止暴力犯罪的上升。,CET6_2
430,house,34,14,/haʊs/,n.议院，会议厅,residence / organization / machinery / family / home,The president will address both houses of Congress.,总统将向参众两院发表讲话。,CET6_2
431,especially,34,23,/ɪ'speʃ(ə)lɪ; e-/,adv.特别，尤其，格外,peculiarly / notably,"I never liked long walks, especially in winter.",我向来不喜欢长距离散步，尤其在冬天。,CET4_2
432,though,34,21,/ðəʊ/,adv.可是，虽然；不过；然而  conj.虽然；尽管  prep.但,nevertheless / not but that / although / while / as,"Two heart attacks in a year. It hasn’t stopped him smoking, though.",一年里心脏病发作了两次，可是那也没让他把烟戒掉。,GaoZhong_2
433,harm,34,18,/hɑ:m/,n & v.有害,damage / detriment / hurt / knife / injure,The scandal did his career a lot of harm.,丑闻对他的职业生涯造成很大损害。,CET4_1
434,responsibility,34,20,/rɪˌspɒnsə'bɪlətɪ/,n.责任,,Kelly’s promotion means more money and more responsibility.,凯利获得提升，这意味着钱多了，责任也更大了。,CET6_1
435,journal,34,13,/'dʒɜːn(ə)l/,n.日报，杂志；日志,magazine / diary,the British Medical Journal,《英国医学杂志》,CET4_2
436,million,34,18,/'mɪljən/,num.百万  n.许多,mega / innumerability / thousand / countless / infinite,The book sold more than a million copies.,这本书售出了一百多万册。,CET4_2
437,reflect,34,22,/rɪ'flekt/,v.思考，反映，反射,glass / image / give back / flash back,The drop in consumer spending reflects concern about the economy.,消费支出的下降反映出人们对经济的担忧。,CET6_1
438,picture,34,19,/'pɪktʃə/,n.画，图片  v.画,photo / scenery / drawing / landscape / prospect,The room had several pictures on the walls.,那个房间墙上有几幅画。,CET4_2
439,healthy,34,24,/'helθɪ/,adj.健康的；有益健康的,robust / fit / sound / fine / well,a healthy baby boy,健康的男婴,CET4_2
440,sale,34,13,/seɪl/,n.销售；出售；拍卖；销售额；廉价出售,marketing / sell / auction,Harvey gets a $50 commission every time he makes a sale (= sells something as part of his job ) .,哈维每做成一笔生意可得到50美元的佣金。,GaoZhong_2
441,workplace,34,14,/'wɜːkpleɪs/,n.工作场所；车间,plant / working space,...the difficulties facing women in the workplace.,…妇女在工作场所中面临的困难。,GaoZhong_2
442,everyone,33,17,/'evrɪwʌn/,pron.每人，人人,each one / everybody (a term of address) / Every Body,"If everyone is ready, I’ll begin.",如果大家都准备好了，我就开始。,CET4_2
443,situation,33,20,/sɪtjʊ'eɪʃ(ə)n/,n.（建筑物等的）位置,circumstance / case / location / thing / aspect,"The house is in a charming situation, on a wooded hillside.",房子位于林木茂密的小山坡上，环境十分优美。,CET6_2
444,appear,33,22,/ə'pɪə/,v.出现；来到；似乎,occur / figure / offer / come out,Police have found what appear to be human remains.,警方发现了疑似人体遗骸的东西。,CET4_2
445,fail,33,27,/feɪl/,v.失败；失灵；不能,flag / founder / tube / disappoint / let down,It looks likely that the peace talks will fail.,看来和平谈判可能会失败。,CET4_2
446,factor,33,20,/'fæktə/,n.因素， 因子； 系数,element / deputy / agent / basic / essential,The rise in crime is mainly due to social and economic factors.,犯罪率上升主要由社会和经济因素造成。,CET6_3
447,fast,33,30,/fɑːst/,adj.快的；偏快的  adv.快,rapid / sudden / tight / forward / ready,a fast car,速度很快的汽车,CET4_2
448,similar,33,24,/'sɪmələ/,adj.相似的， 类似的,alike / like / analog,We have similar tastes in music.,我们对音乐的品位相近。,CET6_3
449,tax,33,9,/tæks/,n.税，税款；负担  vt.对…征税； 使负担重， 使费尽力气,scot / heavy burden,No-one enjoys paying tax.,没人喜欢缴税。,CET4_3
450,various,33,24,/'veəriəs/,adj.各种各样的， 不同的,varieties of / miscellaneous,The jacket is available in various colours.,这种夹克有好多种颜色可选。,CET6_3
451,explain,33,21,/ɪk'spleɪn/,v.解释；为…辩解,bring sb to do sth / go to show,He carefully explained the procedure.,他仔细解释了程序。,CET4_2
452,consumption,33,15,/kənˈsʌmpʃn/,"n.消费, 消耗",expense / depletion,Vigorous exercise increases oxygen consumption.,剧烈运动增加氧的消耗。,CET6_1
453,never,33,24,/'nevə/,adv.永不，决不；不,none / nothing,He’s never been to Australia.,他从未去过澳大利亚。,CET4_2
454,full,33,24,/fʊl/,adj.满的；完全的,complete / filled / abundant / whole / absolute,The train was completely full.,火车坐得满满的。,CET4_2
455,usually,33,27,/ˈjuːʒʊəlɪ/,adv.通常，经常,generally / mostly,Women usually live longer than men.,女人通常比男人长寿。,GaoZhong_2
456,account,33,23,/ə'kaunt/,vi.说明…的原因； 占…  n.记述；解释；账目,interpretation / explanation / construction / sake / reason,My salary is paid into my bank account.,我的工资直接存入我的银行账户。,CET6_3
457,cultural,33,16,/'kʌltʃ(ə)r(ə)l/,adj.文化的；教养的,nonmaterial,the very real historical and cultural differences between our two societies,我们两个社会之间非常现实的历史和文化差异,Level4_2
458,image,33,14,/'imidʒ/,n.形象，声誉，印象,icon / portrait / indicate / vision / glass,He had the clearest image in his mind of his mother and father.,他脑海中对父母的印象极其清晰。,CET4_1
459,computer,33,17,/kəm'pjuːtə/,n.计算机，电脑,calculating machine / computing machine,a huge global computer network,巨大的全球计算机网络,CET4_2
460,short,32,25,/ʃɔːt/,adj.短的；不足的；矮的，低的  n.短；缺乏；短路；短裤  adv.不足；突然；唐突地,insufficient / deficient / lacking / pop / hardly more than,a short meeting,一个短会,KaoYan_2
461,management,32,19,/'mænɪdʒmənt/,n.管理； 处理； 管理部门， 管理人员,governance / supervision / regulation / control / conservancy,a lack of management skills,缺乏管理技巧,CET6_3
462,prepare,32,23,/prɪˈpeə(r)/,v.做准备,provide / make / fix,The prosecution wanted more time to prepare their case.,原告想要有更多的时间来准备诉讼。,CET4_1
463,doctor,32,10,/'dɒktə/,n.医生，医师；博士,medical / hakeem / repair / perform maintenance / practice medicine,She was treated by her local doctor.,她由她的本区医生治疗。,CET4_2
464,fish,32,9,/fɪʃ/,n.鱼，鱼肉  v.钓鱼,angle / ikan / fim / search / hunt for,"Over 1,500 different species of fish inhabit the waters around the reef.","那片礁石周围的水域生活着1,500多种不同的鱼类。",CET4_2
465,maintain,32,15,/meɪn'teɪn/,vt.维持； 维修， 保养； 主张； 赡养,pursue / submit / sustain / advocate / service,Careers Officers maintain contact with young people when they have left school.,年轻人离开学校以后，职业指导员和他们保持联系。,CET6_3
466,beyond,32,22,/bɪ'jɒnd/,adv.在更远处， 再往后  prep.在…的那边，远于；迟于；越出,above / without / than / over / past,The financing of home ownership will continue through the 1990s and beyond.,房屋产权的融资将持续到20世纪90年代及以后。,CET6_3
467,determine,32,22,/dɪˈtɜ:mɪn/,v.决定,condition / conclude / identify / drop / finish,Investigators are still trying to determine the cause of the fire.,调查人员仍在设法弄清失火的原因。,CET6_1
468,due,32,22,/dju:/,adj.到期的,expected / mature / just / payable / prospective,The next income tax payment is due on 31 January.,下一次的所得税支付期限是1月31日。,CET4_1
469,force,32,20,/fɔːs/,vt.强迫；用力推动，用力打开  n.军队， 兵力； 暴力， 武力； 力， 力气； 影响力， 效力,strength / might / army / sword / muscle,Westerly gales forced the ship off course.,强劲的西风将那艘船吹离了航道。,CET6_3
470,traditional,32,16,/trə'dɪʃ(ə)n(ə)l/,adj.传统的；惯例的,conventional / usual / classical,traditional Italian cooking,传统的意大利烹饪,GaoZhong_2
471,machine,32,14,/mə'ʃiːn/,n.机器；机械,organization / robot / house,Could you get me a coffee from the drinks machine ?,给我从自动饮料机里买一罐咖啡好吗？,CET4_2
